,CustomerID,AgeCategory,Gender,Office_U,Office_W,SessionID,IPID,TIMESTAMP,VHOST,URL_FILE,PAGE_NAME,REF_URL_category,page_load_error,page_action_detail,tip,service_detail,xps_info,page_action_detail_EN,service_detail_EN,tip_EN
21,1597964,18-29,M,296,301,26738708,1444360,2015-10-06 19:26:52.197000000,www.werk.nl,/werk_nl/werknemer/uitkering-aanvragen/inschrijven,inschrijven,,0,,,,,,,
22,615235,40-49,V,330,330,44484067,1832837,2016-01-10 19:33:28.140000000,digid.werk.nl,/portal/page/portal/home/diensten/gegevens,gegevens,,0,,,,,,,
23,2141794,18-29,M,280,283,13611302,1933868,2015-11-07 11:49:43.160000000,digid.werk.nl,/werk_nl/werknemer/eintake/inschrijven,inschrijven,,0,,,,,,,
24,2215699,50-65,M,238,238,47845260,2358389,2016-01-28 15:29:56.177000000,digid.werk.nl,/werk_nl/werknemer/eintake/inschrijven,inschrijven,,0,,,,,,,
25,2099262,50-65,V,330,330,388094,967997,2015-10-28 17:03:29.070000000,www.werk.nl,/werk_nl/werknemer/uitkering-aanvragen/inschrijven,inschrijven,,0,,,,,,,
26,1374280,30-39,V,305,304,11969296,1039486,2015-11-01 22:21:34.910000000,www.werk.nl,/werk_nl/werknemer/uitkering-aanvragen/inschrijven,inschrijven,,0,,,,,,,
27,1626445,50-65,M,330,330,11484638,1268110,2015-08-17 20:53:13.473000000,www.werk.nl,/werk_nl/werknemer/uitkering-aanvragen/inschrijven,inschrijven,,0,,,,,,,
28,1626445,50-65,M,330,330,23641212,1268110,2015-09-16 19:42:49.413000000,www.werk.nl,/werk_nl/werknemer/uitkering-aanvragen/inschrijven,inschrijven,,0,,,,,,,
29,2096614,40-49,M,313,313,45886197,1916881,2016-01-19 10:44:49.257000000,digid.werk.nl,/portal/page/portal/home/diensten/aanvragen-tw,aanvragen-tw,,0,,,,,,,
30,2015516,40-49,M,230,237,39078344,764156,2016-01-02 16:45:08.193000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
31,2015516,40-49,M,230,237,24431093,764156,2015-09-10 12:53:06.230000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
32,2015516,40-49,M,230,237,39351660,764156,2015-12-29 21:24:05.487000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
33,2015516,40-49,M,230,237,39078344,764156,2016-01-02 16:41:07.903000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
34,2015516,40-49,M,230,237,18412514,764156,2015-08-11 23:21:59.440000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
35,2015516,40-49,M,230,237,41778358,764156,2015-12-15 15:52:04.690000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
36,2015516,40-49,M,230,237,5694216,764156,2015-08-02 21:33:44.233000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
37,2015516,40-49,M,230,237,9467763,764156,2015-08-04 22:13:57.380000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
38,2015516,40-49,M,230,237,39351660,764156,2015-12-29 21:24:25.387000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
39,1903105,50-65,M,305,307,44099841,770554,2016-01-15 19:42:45.567000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
40,1903105,50-65,M,305,307,38897621,770554,2016-01-06 19:13:18.387000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
41,1985789,50-65,M,247,239,8292733,616904,2015-07-14 16:08:59.007000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
42,1903105,50-65,M,305,307,38897621,770554,2016-01-06 19:18:35.200000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
43,2208978,40-49,V,296,301,53703958,753260,2016-02-25 11:48:53.880000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
44,1903105,50-65,M,305,307,39649869,770554,2016-01-06 09:01:42.940000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
45,2060461,30-39,M,271,271,40872837,636718,2016-01-07 15:18:52.213000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
46,2208978,40-49,V,296,301,48578276,753260,2016-02-12 11:10:56.257000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
47,2208978,40-49,V,296,301,53703958,753260,2016-02-25 11:49:10.350000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
48,2015516,40-49,M,230,237,4327744,764156,2015-09-24 11:33:20.497000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
49,2015516,40-49,M,230,237,24431093,764156,2015-09-10 12:54:12.023000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
50,2015516,40-49,M,230,237,39078344,764156,2016-01-02 16:40:08.883000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
51,2015516,40-49,M,230,237,18412514,764156,2015-08-11 23:22:24.153000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
52,2015516,40-49,M,230,237,9467763,764156,2015-08-04 22:18:21.650000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
53,2015516,40-49,M,230,237,40602002,764156,2015-12-21 12:05:24.837000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
54,2015516,40-49,M,230,237,24431093,764156,2015-09-10 12:56:29.380000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
55,2015516,40-49,M,230,237,18412514,764156,2015-08-11 23:22:07.403000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
56,1662499,50-65,M,327,327,4588663,581192,2015-07-19 20:12:21.507000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
57,2098736,50-65,V,257,265,262458,1691174,2015-10-28 10:40:01.627000000,www.werk.nl,/werk_nl/werknemer/uitkering-aanvragen/uwv-dienstverlening/ww/50plus,50plus,,0,,,,,,,
58,4283,50-65,M,327,321,41948702,1085585,2016-01-03 14:00:03.683000000,www.werk.nl,/portal/page/portal/werk_nl/werknemer/uitkering-aanvragen/bijstandsuitkering,bijstandsuitkering,,0,,,,,,,
59,1050218,18-29,M,280,284,38542939,2167306,2015-12-07 21:28:55.293000000,digid.werk.nl,/portal/page/portal/home/diensten/gegevens,gegevens,,0,,,,,,,
60,2096614,40-49,M,313,313,45886197,1916881,2016-01-19 10:44:54.940000000,digid.werk.nl,/portal/page/portal/home/diensten/aanvragen-tw,aanvragen-tw,,0,,,,,,,
61,1681880,50-65,V,313,313,34788938,1270588,2015-11-24 08:59:40.177000000,digid.werk.nl,/portal/page/portal/home/diensten/gegevens,gegevens,,0,,,,,,,
62,2096614,40-49,M,313,313,45886197,1916881,2016-01-19 10:44:46.150000000,digid.werk.nl,/portal/page/portal/home/diensten/aanvragen-tw,aanvragen-tw,,0,,,,,,,
63,2064455,40-49,V,313,313,12094777,993801,2015-09-06 17:26:39.103000000,www.werk.nl,/werk_nl/werknemer/uitkering-aanvragen/inschrijven,inschrijven,,0,,,,,,,
64,1907668,30-39,V,230,230,42115905,775039,2015-12-15 20:07:18.933000000,digid.werk.nl,/portal/page/portal/home/diensten/aanvragen-tw,aanvragen-tw,,0,,,,,,,
65,1626445,50-65,M,330,330,21190327,1268110,2015-08-31 19:37:56.657000000,www.werk.nl,/werk_nl/werknemer/uitkering-aanvragen/inschrijven,inschrijven,,0,,,,,,,
66,2194098,40-49,M,330,332,48145578,2160556,2016-02-08 08:12:44.677000000,digid.werk.nl,/portal/page/portal/home/diensten/gegevens,gegevens,,0,,,,,,,
67,1626445,50-65,M,330,330,2107859,1268110,2015-08-11 08:59:26.643000000,www.werk.nl,/werk_nl/werknemer/uitkering-aanvragen/inschrijven,inschrijven,,0,,,,,,,
68,2039430,40-49,V,247,238,17201339,639925,2015-10-02 10:46:28.077000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
69,1985789,50-65,M,247,239,21818408,616904,2015-09-01 16:12:03.387000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
70,2039430,40-49,V,247,238,39012033,639925,2015-12-17 22:58:55.943000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
71,1611812,40-49,M,327,321,42668260,771047,2015-12-14 10:58:38.573000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
72,1985789,50-65,M,247,239,11717382,616904,2015-09-30 13:15:04.883000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
73,2208978,40-49,V,296,301,48578276,753260,2016-02-12 11:11:41.730000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
74,1985789,50-65,M,247,239,51077634,616904,2016-02-16 17:07:22.373000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
75,2039430,40-49,V,247,238,40941908,639925,2015-12-20 22:43:08.777000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
76,2208978,40-49,V,296,301,48578276,753260,2016-02-12 11:10:50.730000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
77,2015516,40-49,M,230,237,5694216,764156,2015-08-02 21:30:31.480000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
78,2015516,40-49,M,230,237,5694216,764156,2015-08-02 21:34:07.327000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
79,2015516,40-49,M,230,237,24431093,764156,2015-09-10 12:53:58.573000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
80,2042991,18-29,V,280,284,35485709,467852,2015-11-23 16:31:39.090000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
81,2042991,18-29,V,280,284,35485709,467852,2015-11-23 16:29:56.570000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
82,2042991,18-29,V,280,284,35485709,467852,2015-11-23 16:35:22.417000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
83,2015516,40-49,M,230,237,3393944,764156,2015-09-07 22:22:09.137000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
84,2015516,40-49,M,230,237,39078344,764156,2016-01-02 16:40:23.857000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
85,2015516,40-49,M,230,237,5694216,764156,2015-08-02 21:33:31.827000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
86,1985789,50-65,M,247,239,40210295,616904,2015-12-28 16:18:52.123000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
87,1903105,50-65,M,305,307,45676775,770554,2016-01-18 20:53:55.030000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
88,2208978,40-49,V,296,301,48578276,753260,2016-02-12 11:12:31.393000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
89,1288513,50-65,M,257,261,53019095,462379,2016-02-25 16:51:22.363000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
90,1903105,50-65,M,305,307,44215188,770554,2016-01-11 10:05:15.637000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
91,1903105,50-65,M,305,307,45676775,770554,2016-01-18 20:56:43.963000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
92,1007637,30-39,V,230,230,39889630,777267,2015-12-29 14:49:29.737000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
93,1985789,50-65,M,247,239,39080076,616904,2015-12-29 12:12:29.367000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
94,2208978,40-49,V,296,301,53703958,753260,2016-02-25 11:41:09.497000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
95,1811251,18-29,M,257,255,40201798,1710683,2016-01-07 21:06:19.147000000,digid.werk.nl,/portal/page/portal/home/diensten/gegevens,gegevens,,0,,,,,,,
96,2130425,50-65,M,230,269,36309668,1941955,2015-12-03 00:11:08.450000000,digid.werk.nl,/portal/page/portal/home/diensten/gegevens,gegevens,,0,,,,,,,
97,1626445,50-65,M,330,330,13851965,1268110,2015-09-30 19:22:09.847000000,www.werk.nl,/werk_nl/werknemer/uitkering-aanvragen/inschrijven,inschrijven,,0,,,,,,,
98,2208023,50-65,V,247,239,41299092,2347591,2016-01-08 12:37:14.053000000,www.werk.nl,/werk_nl/werknemer/uitkering-aanvragen/inschrijven,inschrijven,,0,,,,,,,
99,2185785,50-65,V,257,261,39132798,2013501,2015-12-18 17:59:12.873000000,digid.werk.nl,/portal/page/portal/werk_nl/werknemer/eintake/inschrijven,inschrijven,,0,,,,,,,
100,1626445,50-65,M,330,330,3443797,1268110,2015-07-21 08:38:40.347000000,www.werk.nl,/werk_nl/werknemer/uitkering-aanvragen/inschrijven,inschrijven,,0,,,,,,,
101,2017806,50-65,M,305,305,6811801,1164526,2015-07-02 13:14:51.607000000,www.werk.nl,/werk_nl/werknemer/uitkering-aanvragen/inschrijven,inschrijven,,0,,,,,,,
102,704298,40-49,M,238,238,34995976,2096779,2015-11-26 11:35:40.130000000,digid.werk.nl,/werk_nl/werknemer/eintake/inschrijven,inschrijven,,0,,,,,,,
103,1967413,50-65,V,230,237,47976010,2430353,2016-01-28 16:03:35.600000000,www.werk.nl,/werk_nl/werknemer/uitkering-aanvragen/uwv-dienstverlening/ww/50plus,50plus,,0,,,,,,,
104,2108196,30-39,V,305,305,51741189,2555124,2016-02-17 22:52:39.870000000,www.werk.nl,/werk_nl/werknemer/uitkering-aanvragen/bijstandsuitkering,bijstandsuitkering,,0,,,,,,,
105,2130425,50-65,M,230,269,36309668,1941955,2015-12-03 00:11:26.547000000,digid.werk.nl,/portal/page/portal/home/diensten/gegevens,gegevens,,0,,,,,,,
106,2016068,50-65,M,247,247,18839900,657864,2015-09-03 11:04:33.117000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
107,1228689,50-65,V,296,301,48732898,557600,2016-02-09 12:08:03.807000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
108,1228689,50-65,V,296,301,32574246,557600,2015-11-10 19:16:35.220000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
109,2191366,50-65,M,280,280,50537402,582066,2016-02-04 09:35:30.990000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
110,2057335,50-65,V,247,238,7022330,526676,2015-09-21 12:08:40.553000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
111,2057335,50-65,V,247,238,7022330,526676,2015-09-21 12:08:06.190000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
112,2057335,50-65,V,247,238,7022330,526676,2015-09-21 12:08:53.563000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
113,2078497,30-39,V,257,261,4231859,401468,2015-10-27 19:00:54.530000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
114,2057122,30-39,V,305,307,13850567,552328,2015-09-06 13:58:39.517000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
115,2038279,50-65,M,230,230,35628560,672068,2015-11-24 14:13:35.493000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
116,2006754,50-65,M,296,291,50779584,709238,2016-02-03 21:11:39.520000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
117,1468105,40-49,V,327,327,41578203,536587,2016-01-06 21:24:20.687000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
118,2006754,50-65,M,296,291,50779584,709238,2016-02-03 21:11:47.153000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
119,2006754,50-65,M,296,291,50779584,709238,2016-02-03 21:02:45.407000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
120,852573,50-65,M,230,230,44114012,592762,2016-01-15 07:51:40.967000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
121,2006754,50-65,M,296,291,50779584,709238,2016-02-03 21:07:02.280000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
122,1685142,50-65,M,296,301,43698508,694482,2016-01-12 20:33:27.917000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
123,2064247,30-39,V,327,327,26618669,587317,2015-09-22 14:05:56.657000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
124,1373430,40-49,M,280,283,18671314,678847,2015-10-26 15:14:39.087000000,digid.werk.nl,/werk_nl/werknemer/mijn_werkmap/werk-zoeken/vacatures_bij_mijn_cv,vacatures_bij_mijn_cv,,0,,,,,,,
